,train_tag,et_bin,eta_bin,model_idx,sort,init,file_name,tuned_idx,max_sp_val,max_sp_pd_val,max_sp_fa_val,max_sp_op,max_sp_pd_op,max_sp_fa_op,tight_pd_ref,tight_fa_ref,tight_sp_ref,tight_pd_val,tight_fa_val,tight_sp_val,tight_pd_op,tight_fa_op,tight_sp_op,tight_pd_ref_passed,tight_fa_ref_passed,tight_pd_ref_total,tight_fa_ref_total,tight_pd_val_passed,tight_fa_val_passed,tight_pd_val_total,tight_fa_val_total,tight_pd_op_passed,tight_fa_op_passed,tight_pd_op_total,tight_fa_op_total,tight_op_threshold,medium_pd_ref,medium_fa_ref,medium_sp_ref,medium_pd_val,medium_fa_val,medium_sp_val,medium_pd_op,medium_fa_op,medium_sp_op,medium_pd_ref_passed,medium_fa_ref_passed,medium_pd_ref_total,medium_fa_ref_total,medium_pd_val_passed,medium_fa_val_passed,medium_pd_val_total,medium_fa_val_total,medium_pd_op_passed,medium_fa_op_passed,medium_pd_op_total,medium_fa_op_total,medium_op_threshold,loose_pd_ref,loose_fa_ref,loose_sp_ref,loose_pd_val,loose_fa_val,loose_sp_val,loose_pd_op,loose_fa_op,loose_sp_op,loose_pd_ref_passed,loose_fa_ref_passed,loose_pd_ref_total,loose_fa_ref_total,loose_pd_val_passed,loose_fa_val_passed,loose_pd_val_total,loose_fa_val_total,loose_pd_op_passed,loose_fa_op_passed,loose_pd_op_total,loose_fa_op_total,loose_op_threshold,vloose_pd_ref,vloose_fa_ref,vloose_sp_ref,vloose_pd_val,vloose_fa_val,vloose_sp_val,vloose_pd_op,vloose_fa_op,vloose_sp_op,vloose_pd_ref_passed,vloose_fa_ref_passed,vloose_pd_ref_total,vloose_fa_ref_total,vloose_pd_val_passed,vloose_fa_val_passed,vloose_pd_val_total,vloose_fa_val_total,vloose_pd_op_passed,vloose_fa_op_passed,vloose_pd_op_total,vloose_fa_op_total,vloose_op_threshold
3456,v1_data17_fwd,3,4,7,5,6,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et3_eta4.v1/tunedDiscr.jobID_0756.pic.gz,0,0.9629307380011632,0.9783199275555319,0.052336448598130844,0.9631660676238526,0.9795343287398324,0.053064275037369206,0.9713097070777557,0.4024663677130045,0.7730450652758634,0.9713950886912055,0.04984423676012461,0.9607460792522943,0.9712883997677503,0.047022919780767315,0.9621109579282097,182343.0,6462.0,187729,16056,18236,80,18773,1605,182339,755,187729,16056,0.8724513649940491,0.9713097070777557,0.40408570004982564,0.7721219948257584,0.9713950886912055,0.04984423676012461,0.9607460792522943,0.9712883997677503,0.047022919780767315,0.9621109579282097,182343.0,6488.0,187729,16056,18236,80,18773,1605,182339,755,187729,16056,0.8724513649940491,0.9713097070777557,0.4146736422521176,0.7660683127830936,0.9713950886912055,0.04984423676012461,0.9607460792522943,0.9712883997677503,0.047022919780767315,0.9621109579282097,182343.0,6658.0,187729,16056,18236,80,18773,1605,182339,755,187729,16056,0.8724513649940491,0.9713150339052571,0.4634404583956154,0.7377549289632627,0.9713950886912055,0.04984423676012461,0.9607460792522943,0.9712883997677503,0.047022919780767315,0.9621109579282097,182344.0,7441.0,187729,16056,18236,80,18773,1605,182339,755,187729,16056,0.8724513649940491
3468,v1_data17_fwd,3,4,7,6,8,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et3_eta4.v1/tunedDiscr.jobID_0768.pic.gz,0,0.9600209830017664,0.9775209076865712,0.0573208722741433,0.9626703206089869,0.9792946215022719,0.053811659192825115,0.9713097070777557,0.4024663677130045,0.7730450652758634,0.9716081606562617,0.05420560747663551,0.9586578326661744,0.9713043802502543,0.0487045341305431,0.9612738923625718,182343.0,6462.0,187729,16056,18240,87,18773,1605,182342,782,187729,16056,0.8895959854125977,0.9713097070777557,0.40408570004982564,0.7721219948257584,0.9716081606562617,0.05420560747663551,0.9586578326661744,0.9713043802502543,0.0487045341305431,0.9612738923625718,182343.0,6488.0,187729,16056,18240,87,18773,1605,182342,782,187729,16056,0.8895959854125977,0.9713097070777557,0.4146736422521176,0.7660683127830936,0.9716081606562617,0.05420560747663551,0.9586578326661744,0.9713043802502543,0.0487045341305431,0.9612738923625718,182343.0,6658.0,187729,16056,18240,87,18773,1605,182342,782,187729,16056,0.8895959854125977,0.9713150339052571,0.4634404583956154,0.7377549289632627,0.9716081606562617,0.05420560747663551,0.9586578326661744,0.9713043802502543,0.0487045341305431,0.9612738923625718,182344.0,7441.0,187729,16056,18240,87,18773,1605,182342,782,187729,16056,0.8895959854125977
3474,v1_data17_fwd,3,4,7,7,4,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et3_eta4.v1/tunedDiscr.jobID_0774.pic.gz,0,0.9660797535129614,0.9802375752410376,0.047975077881619935,0.9631133792653291,0.9800616846624656,0.0536870951669158,0.9713097070777557,0.4024663677130045,0.7730450652758634,0.9725137165077505,0.04361370716510903,0.9644331491700262,0.9712724192852463,0.04745889387144993,0.9618839645925125,182343.0,6462.0,187729,16056,18257,70,18773,1605,182336,762,187729,16056,0.8687728643417358,0.9713097070777557,0.40408570004982564,0.7721219948257584,0.9725137165077505,0.04361370716510903,0.9644331491700262,0.9712724192852463,0.04745889387144993,0.9618839645925125,182343.0,6488.0,187729,16056,18257,70,18773,1605,182336,762,187729,16056,0.8687728643417358,0.9713097070777557,0.4146736422521176,0.7660683127830936,0.9725137165077505,0.04361370716510903,0.9644331491700262,0.9712724192852463,0.04745889387144993,0.9618839645925125,182343.0,6658.0,187729,16056,18257,70,18773,1605,182336,762,187729,16056,0.8687728643417358,0.9713150339052571,0.4634404583956154,0.7377549289632627,0.9725137165077505,0.04361370716510903,0.9644331491700262,0.9712724192852463,0.04745889387144993,0.9618839645925125,182344.0,7441.0,187729,16056,18257,70,18773,1605,182336,762,187729,16056,0.8687728643417358
3488,v1_data17_fwd,3,4,7,8,8,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et3_eta4.v1/tunedDiscr.jobID_0788.pic.gz,0,0.9639108069901332,0.9809300591274703,0.0529595015576324,0.9627543575860369,0.9822563375930198,0.056552067762830095,0.9713097070777557,0.4024663677130045,0.7730450652758634,0.9702764608746605,0.04548286604361371,0.9623806682426915,0.9712937265952517,0.04820627802690583,0.9615190072046979,182343.0,6462.0,187729,16056,18215,73,18773,1605,182340,774,187729,16056,0.8980062007904053,0.9713097070777557,0.40408570004982564,0.7721219948257584,0.9702764608746605,0.04548286604361371,0.9623806682426915,0.9712937265952517,0.04820627802690583,0.9615190072046979,182343.0,6488.0,187729,16056,18215,73,18773,1605,182340,774,187729,16056,0.8980062007904053,0.9713097070777557,0.4146736422521176,0.7660683127830936,0.9702764608746605,0.04548286604361371,0.9623806682426915,0.9712937265952517,0.04820627802690583,0.9615190072046979,182343.0,6658.0,187729,16056,18215,73,18773,1605,182340,774,187729,16056,0.8980062007904053,0.9713150339052571,0.4634404583956154,0.7377549289632627,0.9702764608746605,0.04548286604361371,0.9623806682426915,0.9712937265952517,0.04820627802690583,0.9615190072046979,182344.0,7441.0,187729,16056,18215,73,18773,1605,182340,774,187729,16056,0.8980062007904053
3490,v1_data17_fwd,3,4,7,9,0,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et3_eta4.v1/tunedDiscr.jobID_0790.pic.gz,0,0.9635121729620467,0.981994459833795,0.0547945205479452,0.9623040570443057,0.9800137432149535,0.055244145490782263,0.9713097070777557,0.4024663677130045,0.7730450652758634,0.9712337523971873,0.04794520547945205,0.9616203660904771,0.9711871900452248,0.04907822620827105,0.9610277727006,182343.0,6462.0,187729,16056,18232,77,18772,1606,182320,788,187729,16056,0.8882766962051392,0.9713097070777557,0.40408570004982564,0.7721219948257584,0.9712337523971873,0.04794520547945205,0.9616203660904771,0.9711871900452248,0.04907822620827105,0.9610277727006,182343.0,6488.0,187729,16056,18232,77,18772,1606,182320,788,187729,16056,0.8882766962051392,0.9713097070777557,0.4146736422521176,0.7660683127830936,0.9712337523971873,0.04794520547945205,0.9616203660904771,0.9711871900452248,0.04907822620827105,0.9610277727006,182343.0,6658.0,187729,16056,18232,77,18772,1606,182320,788,187729,16056,0.8882766962051392,0.9713150339052571,0.4634404583956154,0.7377549289632627,0.9713935648838696,0.04919053549190536,0.9610739601528667,0.9711871900452248,0.04907822620827105,0.9610277727006,182344.0,7441.0,187729,16056,18235,79,18772,1606,182320,788,187729,16056,0.8882766962051392
3504,v1_data17_fwd,3,4,8,0,4,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et3_eta4.v1/tunedDiscr.jobID_0804.pic.gz,0,0.9694831724866603,0.9889735258083417,0.049813200498132,0.9635289246962216,0.9773556562917823,0.05019930244145491,0.9713097070777557,0.4024663677130045,0.7730450652758634,0.97198103659511,0.041718555417185554,0.9651190866482195,0.9713097070777557,0.04652466367713005,0.962371865171563,182343.0,6462.0,187729,16056,18247,67,18773,1606,182343,747,187729,16056,0.8602110147476196,0.9713097070777557,0.40408570004982564,0.7721219948257584,0.97198103659511,0.041718555417185554,0.9651190866482195,0.9713097070777557,0.04652466367713005,0.962371865171563,182343.0,6488.0,187729,16056,18247,67,18773,1606,182343,747,187729,16056,0.8602110147476196,0.9713097070777557,0.4146736422521176,0.7660683127830936,0.97198103659511,0.041718555417185554,0.9651190866482195,0.9713097070777557,0.04652466367713005,0.962371865171563,182343.0,6658.0,187729,16056,18247,67,18773,1606,182343,747,187729,16056,0.8602110147476196,0.9713150339052571,0.4634404583956154,0.7377549289632627,0.97198103659511,0.041718555417185554,0.9651190866482195,0.9713203607327584,0.04652466367713005,0.9623771674263393,182344.0,7441.0,187729,16056,18247,67,18773,1606,182345,747,187729,16056,0.8601711392402649
3515,v1_data17_fwd,3,4,8,1,5,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et3_eta4.v1/tunedDiscr.jobID_0815.pic.gz,0,0.9645694572166404,0.9847653544984819,0.055417185554171855,0.9628561193270748,0.9805570796200906,0.054683607374190334,0.9713097070777557,0.4024663677130045,0.7730450652758634,0.9703829968571885,0.047322540473225407,0.9615098507763421,0.971283072940249,0.04801943198804185,0.9616076037772654,182343.0,6462.0,187729,16056,18217,76,18773,1606,182338,771,187729,16056,0.9009911417961121,0.9713097070777557,0.40408570004982564,0.7721219948257584,0.9703829968571885,0.047322540473225407,0.9615098507763421,0.971283072940249,0.04801943198804185,0.9616076037772654,182343.0,6488.0,187729,16056,18217,76,18773,1606,182338,771,187729,16056,0.9009911417961121,0.9713097070777557,0.4146736422521176,0.7660683127830936,0.9703829968571885,0.047322540473225407,0.9615098507763421,0.971283072940249,0.04801943198804185,0.9616076037772654,182343.0,6658.0,187729,16056,18217,76,18773,1606,182338,771,187729,16056,0.9009911417961121,0.9713150339052571,0.4634404583956154,0.7377549289632627,0.9703829968571885,0.047322540473225407,0.9615098507763421,0.971283072940249,0.04801943198804185,0.9616076037772654,182344.0,7441.0,187729,16056,18217,76,18773,1606,182338,771,187729,16056,0.9009911417961121
3522,v1_data17_fwd,3,4,8,2,2,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et3_eta4.v1/tunedDiscr.jobID_0822.pic.gz,0,0.9630118461958339,0.9759228679486497,0.049813200498132,0.9616705358427602,0.980130933419983,0.05661434977578475,0.9713097070777557,0.4024663677130045,0.7730450652758634,0.9718212326213178,0.047322540473225407,0.9622255413262468,0.9713150339052571,0.04839312406576981,0.9614357051429856,182343.0,6462.0,187729,16056,18244,76,18773,1606,182344,777,187729,16056,0.8578030467033386,0.9713097070777557,0.40408570004982564,0.7721219948257584,0.9718212326213178,0.047322540473225407,0.9622255413262468,0.9713150339052571,0.04839312406576981,0.9614357051429856,182343.0,6488.0,187729,16056,18244,76,18773,1606,182344,777,187729,16056,0.8578030467033386,0.9713097070777557,0.4146736422521176,0.7660683127830936,0.9718212326213178,0.047322540473225407,0.9622255413262468,0.9713150339052571,0.04839312406576981,0.9614357051429856,182343.0,6658.0,187729,16056,18244,76,18773,1606,182344,777,187729,16056,0.8578030467033386,0.9713150339052571,0.4634404583956154,0.7377549289632627,0.9718212326213178,0.047322540473225407,0.9622255413262468,0.9713150339052571,0.04839312406576981,0.9614357051429856,182344.0,7441.0,187729,16056,18244,76,18773,1606,182344,777,187729,16056,0.8578030467033386
3533,v1_data17_fwd,3,4,8,3,3,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et3_eta4.v1/tunedDiscr.jobID_0833.pic.gz,0,0.9625157887724867,0.9692643690406435,0.04420921544209216,0.9620048721957822,0.9798539383899131,0.055680119581464876,0.9713097070777557,0.4024663677130045,0.7730450652758634,0.9711287487348852,0.047322540473225407,0.9618809825018039,0.9712298046652356,0.04889138016940708,0.9611428850213555,182343.0,6462.0,187729,16056,18231,76,18773,1606,182328,785,187729,16056,0.8933363556861877,0.9713097070777557,0.40408570004982564,0.7721219948257584,0.9711287487348852,0.047322540473225407,0.9618809825018039,0.9712298046652356,0.04889138016940708,0.9611428850213555,182343.0,6488.0,187729,16056,18231,76,18773,1606,182328,785,187729,16056,0.8933363556861877,0.9713097070777557,0.4146736422521176,0.7660683127830936,0.9711287487348852,0.047322540473225407,0.9618809825018039,0.9712298046652356,0.04889138016940708,0.9611428850213555,182343.0,6658.0,187729,16056,18231,76,18773,1606,182328,785,187729,16056,0.8933363556861877,0.9713150339052571,0.4634404583956154,0.7377549289632627,0.9711287487348852,0.047322540473225407,0.9618809825018039,0.9712298046652356,0.04889138016940708,0.9611428850213555,182344.0,7441.0,187729,16056,18231,76,18773,1606,182328,785,187729,16056,0.8933363556861877
3540,v1_data17_fwd,3,4,8,4,0,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et3_eta4.v1/tunedDiscr.jobID_0840.pic.gz,0,0.9635411703527538,0.982687902839184,0.055417185554171855,0.9625980962925245,0.9826398691731165,0.05723716990533134,0.9713097070777557,0.4024663677130045,0.7730450652758634,0.9712885527086773,0.050435865504358655,0.9603956298344268,0.9713097070777557,0.047583457897359245,0.9618399297232852,182343.0,6462.0,187729,16056,18234,81,18773,1606,182343,764,187729,16056,0.8760623335838318,0.9713097070777557,0.40408570004982564,0.7721219948257584,0.9712885527086773,0.050435865504358655,0.9603956298344268,0.9713097070777557,0.047583457897359245,0.9618399297232852,182343.0,6488.0,187729,16056,18234,81,18773,1606,182343,764,187729,16056,0.8760623335838318,0.9713097070777557,0.4146736422521176,0.7660683127830936,0.9712885527086773,0.050435865504358655,0.9603956298344268,0.9713097070777557,0.047583457897359245,0.9618399297232852,182343.0,6658.0,187729,16056,18234,81,18773,1606,182343,764,187729,16056,0.8760623335838318,0.9713150339052571,0.4634404583956154,0.7377549289632627,0.9712885527086773,0.050435865504358655,0.9603956298344268,0.9713097070777557,0.047583457897359245,0.9618399297232852,182344.0,7441.0,187729,16056,18234,81,18773,1606,182343,764,187729,16056,0.8760623335838318
3557,v1_data17_fwd,3,4,8,5,7,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et3_eta4.v1/tunedDiscr.jobID_0857.pic.gz,0,0.9620476051191712,0.9746444361583124,0.05046728971962617,0.9621321261025626,0.9745430913710721,0.05019930244145491,0.9713097070777557,0.4024663677130045,0.7730450652758634,0.9712352847174133,0.049221183800623056,0.9609798338993777,0.9713736290077718,0.04814399601395117,0.9615900565571057,182343.0,6462.0,187729,16056,18233,79,18773,1605,182355,773,187729,16056,0.8837984800338745,0.9713097070777557,0.40408570004982564,0.7721219948257584,0.9712352847174133,0.049221183800623056,0.9609798338993777,0.9713736290077718,0.04814399601395117,0.9615900565571057,182343.0,6488.0,187729,16056,18233,79,18773,1605,182355,773,187729,16056,0.8837984800338745,0.9713097070777557,0.4146736422521176,0.7660683127830936,0.9712352847174133,0.049221183800623056,0.9609798338993777,0.9713736290077718,0.04814399601395117,0.9615900565571057,182343.0,6658.0,187729,16056,18233,79,18773,1605,182355,773,187729,16056,0.8837984800338745,0.9713150339052571,0.4634404583956154,0.7377549289632627,0.9712352847174133,0.049221183800623056,0.9609798338993777,0.9713736290077718,0.04814399601395117,0.9615900565571057,182344.0,7441.0,187729,16056,18233,79,18773,1605,182355,773,187729,16056,0.8837984800338745
3567,v1_data17_fwd,3,4,8,6,7,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et3_eta4.v1/tunedDiscr.jobID_0867.pic.gz,0,0.9598385240435362,0.9777872476428914,0.05794392523364486,0.9611143193798323,0.9772331392592514,0.05487045341305431,0.9713097070777557,0.4024663677130045,0.7730450652758634,0.9721941085601662,0.05482866043613707,0.9586351141734056,0.9712351314927369,0.05019930244145491,0.9604880181279687,182343.0,6462.0,187729,16056,18251,88,18773,1605,182329,806,187729,16056,0.8700275421142578,0.9713097070777557,0.40408570004982564,0.7721219948257584,0.9721941085601662,0.05482866043613707,0.9586351141734056,0.9712351314927369,0.05019930244145491,0.9604880181279687,182343.0,6488.0,187729,16056,18251,88,18773,1605,182329,806,187729,16056,0.8700275421142578,0.9713097070777557,0.4146736422521176,0.7660683127830936,0.9721941085601662,0.05482866043613707,0.9586351141734056,0.9712351314927369,0.05019930244145491,0.9604880181279687,182343.0,6658.0,187729,16056,18251,88,18773,1605,182329,806,187729,16056,0.8700275421142578,0.9713150339052571,0.4634404583956154,0.7377549289632627,0.9721941085601662,0.05482866043613707,0.9586351141734056,0.9712351314927369,0.05019930244145491,0.9604880181279687,182344.0,7441.0,187729,16056,18251,88,18773,1605,182329,806,187729,16056,0.8700275421142578
3578,v1_data17_fwd,3,4,8,7,8,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et3_eta4.v1/tunedDiscr.jobID_0878.pic.gz,0,0.9651805550504025,0.97842646353806,0.047975077881619935,0.9629399219948019,0.9799018798374253,0.05387394120577977,0.9713097070777557,0.4024663677130045,0.7730450652758634,0.9706493368135087,0.04236760124610592,0.9641298836800228,0.9712937265952517,0.04696063776781265,0.962144898403911,182343.0,6462.0,187729,16056,18222,68,18773,1605,182340,754,187729,16056,0.8752350807189941,0.9713097070777557,0.40408570004982564,0.7721219948257584,0.9706493368135087,0.04236760124610592,0.9641298836800228,0.9712937265952517,0.04696063776781265,0.962144898403911,182343.0,6488.0,187729,16056,18222,68,18773,1605,182340,754,187729,16056,0.8752350807189941,0.9713097070777557,0.4146736422521176,0.7660683127830936,0.9706493368135087,0.04236760124610592,0.9641298836800228,0.9712937265952517,0.04696063776781265,0.962144898403911,182343.0,6658.0,187729,16056,18222,68,18773,1605,182340,754,187729,16056,0.8752350807189941,0.9713150339052571,0.4634404583956154,0.7377549289632627,0.9706493368135087,0.04236760124610592,0.9641298836800228,0.9712937265952517,0.04696063776781265,0.962144898403911,182344.0,7441.0,187729,16056,18222,68,18773,1605,182340,754,187729,16056,0.8752350807189941
3580,v1_data17_fwd,3,4,8,8,0,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et3_eta4.v1/tunedDiscr.jobID_0880.pic.gz,0,0.9647797209235991,0.9769882277739307,0.04735202492211838,0.9622526164335378,0.9745963596460856,0.05001245640259093,0.9713097070777557,0.4024663677130045,0.7730450652758634,0.9714483566824695,0.04423676012461059,0.9635898407031575,0.9712457851477395,0.047894867962132534,0.9616516474017904,182343.0,6462.0,187729,16056,18237,71,18773,1605,182331,769,187729,16056,0.8604891300201416,0.9713097070777557,0.40408570004982564,0.7721219948257584,0.9714483566824695,0.04423676012461059,0.9635898407031575,0.9712457851477395,0.047894867962132534,0.9616516474017904,182343.0,6488.0,187729,16056,18237,71,18773,1605,182331,769,187729,16056,0.8604891300201416,0.9713097070777557,0.4146736422521176,0.7660683127830936,0.9714483566824695,0.04423676012461059,0.9635898407031575,0.9712457851477395,0.047894867962132534,0.9616516474017904,182343.0,6658.0,187729,16056,18237,71,18773,1605,182331,769,187729,16056,0.8604891300201416,0.9713150339052571,0.4634404583956154,0.7377549289632627,0.9714483566824695,0.04423676012461059,0.9635898407031575,0.9712457851477395,0.047894867962132534,0.9616516474017904,182344.0,7441.0,187729,16056,18237,71,18773,1605,182331,769,187729,16056,0.8604891300201416
3597,v1_data17_fwd,3,4,8,9,7,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et3_eta4.v1/tunedDiscr.jobID_0897.pic.gz,0,0.9645314671706878,0.9815150223737481,0.052303860523038606,0.9635918969014079,0.9793798507422934,0.05206776283009467,0.9713097070777557,0.4024663677130045,0.7730450652758634,0.9710206690816109,0.048567870485678705,0.9612014490220223,0.971283072940249,0.046898355754858,0.9621708857933492,182343.0,6462.0,187729,16056,18228,78,18772,1606,182338,753,187729,16056,0.9016934633255005,0.9713097070777557,0.40408570004982564,0.7721219948257584,0.9710206690816109,0.048567870485678705,0.9612014490220223,0.971283072940249,0.046898355754858,0.9621708857933492,182343.0,6488.0,187729,16056,18228,78,18772,1606,182338,753,187729,16056,0.9016934633255005,0.9713097070777557,0.4146736422521176,0.7660683127830936,0.9710206690816109,0.048567870485678705,0.9612014490220223,0.971283072940249,0.046898355754858,0.9621708857933492,182343.0,6658.0,187729,16056,18228,78,18772,1606,182338,753,187729,16056,0.9016934633255005,0.9713150339052571,0.4634404583956154,0.7377549289632627,0.9710206690816109,0.048567870485678705,0.9612014490220223,0.971283072940249,0.046898355754858,0.9621708857933492,182344.0,7441.0,187729,16056,18228,78,18772,1606,182338,753,187729,16056,0.9016934633255005
3605,v1_data17_fwd,4,4,0,0,5,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et4_eta4.v1/tunedDiscr.jobID_0005.pic.gz,0,0.9773888498860336,0.9847421761888852,0.029936918635731852,0.9748878204964906,0.9824137393357539,0.032609160501218835,0.9601608268549663,0.7748578026771586,0.5249282180580481,0.9602405613097227,0.020528172778787556,0.9698323598542152,0.960149689261132,0.021981781636231452,0.9690633612654782,86209.0,72474.0,89786,93532,8622,192,8979,9353,86208,2056,89786,93532,0.4397376775741577,0.9601608268549663,0.7761300945131078,0.523903638320394,0.9602405613097227,0.020528172778787556,0.9698323598542152,0.960149689261132,0.021981781636231452,0.9690633612654782,86209.0,72593.0,89786,93532,8622,192,8979,9353,86208,2056,89786,93532,0.4397376775741577,0.9601608268549663,0.7834858657999402,0.5179297016974197,0.9602405613097227,0.020528172778787556,0.9698323598542152,0.960149689261132,0.021981781636231452,0.9690633612654782,86209.0,73281.0,89786,93532,8622,192,8979,9353,86208,2056,89786,93532,0.4397376775741577,0.9601719644488005,0.7994376256254544,0.5046625053485552,0.9602405613097227,0.020528172778787556,0.9698323598542152,0.9601942396364689,0.021992473164264635,0.9690804181806938,86210.0,74773.0,89786,93532,8622,192,8979,9353,86212,2057,89786,93532,0.43927231431007385
3610,v1_data17_fwd,4,4,0,1,0,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et4_eta4.v1/tunedDiscr.jobID_0010.pic.gz,0,0.9754191512209471,0.9858558859561198,0.03496204426387255,0.9759996079047517,0.9848083220101129,0.03276953342171663,0.9601608268549663,0.7748578026771586,0.5249282180580481,0.9612429001002338,0.023201111942692185,0.9690052858879729,0.9601385516672978,0.02027113715092161,0.9699089765106307,86209.0,72474.0,89786,93532,8631,217,8979,9353,86207,1896,89786,93532,0.5498871803283691,0.9601608268549663,0.7761300945131078,0.523903638320394,0.9612429001002338,0.023201111942692185,0.9690052858879729,0.9601385516672978,0.02027113715092161,0.9699089765106307,86209.0,72593.0,89786,93532,8631,217,8979,9353,86207,1896,89786,93532,0.5498871803283691,0.9601608268549663,0.7834858657999402,0.5179297016974197,0.9612429001002338,0.023201111942692185,0.9690052858879729,0.9601385516672978,0.02027113715092161,0.9699089765106307,86209.0,73281.0,89786,93532,8631,217,8979,9353,86207,1896,89786,93532,0.5498871803283691,0.9601719644488005,0.7994376256254544,0.5046625053485552,0.9612429001002338,0.023201111942692185,0.9690052858879729,0.9601385516672978,0.02027113715092161,0.9699089765106307,86210.0,74773.0,89786,93532,8631,217,8979,9353,86207,1896,89786,93532,0.5498871803283691
3629,v1_data17_fwd,4,4,0,2,9,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et4_eta4.v1/tunedDiscr.jobID_0029.pic.gz,0,0.9757370478922647,0.9821806437242455,0.030685341601625147,0.9757555239121194,0.9846523956964337,0.033100970790745414,0.9601608268549663,0.7748578026771586,0.5249282180580481,0.9605746742398931,0.02106276061156848,0.969734224856049,0.9601608268549663,0.020816405080614123,0.9696488860745689,86209.0,72474.0,89786,93532,8625,197,8979,9353,86209,1947,89786,93532,0.5311334729194641,0.9601608268549663,0.7761300945131078,0.523903638320394,0.9605746742398931,0.02106276061156848,0.969734224856049,0.9601608268549663,0.020816405080614123,0.9696488860745689,86209.0,72593.0,89786,93532,8625,197,8979,9353,86209,1947,89786,93532,0.5311334729194641,0.9601608268549663,0.7834858657999402,0.5179297016974197,0.9605746742398931,0.02106276061156848,0.969734224856049,0.9601608268549663,0.020816405080614123,0.9696488860745689,86209.0,73281.0,89786,93532,8625,197,8979,9353,86209,1947,89786,93532,0.5311334729194641,0.9601719644488005,0.7994376256254544,0.5046625053485552,0.9605746742398931,0.02106276061156848,0.969734224856049,0.9601608268549663,0.020816405080614123,0.9696488860745689,86210.0,74773.0,89786,93532,8625,197,8979,9353,86209,1947,89786,93532,0.5311334729194641
